Event Generated Time (UTC),Event ID,Event Description,Event Category,Threat Target IPv4 Address,Action Taken,Agent GUID
7/31/13 8:26:11 AM,18000,Host intrusion detected and handled,Program,144.170.31.109,Permitted,177B7827-73C2-4334-B995-B35A9B0D738C
7/31/13 8:26:03 AM,18000,Host intrusion detected and handled,Program,144.170.31.109,Permitted,177B7827-73C2-4334-B995-B35A9B0D738C
7/31/13 8:25:58 AM,18000,Host intrusion detected and handled,Registry,12.205.21.10,Permitted,306C0164-4C8F-492E-A571-EE9923784570
7/31/13 8:25:57 AM,18000,Host intrusion detected and handled,Registry,12.205.21.10,Permitted,306C0164-4C8F-492E-A571-EE9923784570
7/31/13 8:25:50 AM,18000,Host intrusion detected and handled,File system,104.12.21.13,Blocked,81EBB9CF-56ED-4C5D-9E2C-C509965ED9E6
7/31/13 8:25:26 AM,18000,Host intrusion detected and handled,File system,12.205.21.13,Blocked,53AC0026-0062-405A-B3A5-3DE5F03ACF24
7/31/13 8:25:17 AM,18000,Host intrusion detected and handled,Registry,142.61.11.151,Permitted,41438AE7-F9F4-442C-ABE5-FAADA365DBEB
7/31/13 8:24:14 AM,18000,Host intrusion detected and handled,Program,12.205.15.102,Permitted,C1BB06D5-D468-47C2-8A48-727BE8C2A9FF
7/31/13 8:24:10 AM,18000,Host intrusion detected and handled,Registry,12.205.21.13,Permitted,53AC0026-0062-405A-B3A5-3DE5F03ACF24
7/31/13 8:23:57 AM,18000,Host intrusion detected and handled,Registry,142.61.11.151,Permitted,41438AE7-F9F4-442C-ABE5-FAADA365DBEB
7/31/13 8:23:47 AM,18000,Host intrusion detected and handled,Registry,104.12.21.10,Permitted,982A0DAB-CD96-4A95-A7C1-01DD77B4F90E
7/31/13 8:23:46 AM,18000,Host intrusion detected and handled,Registry,104.12.21.10,Permitted,982A0DAB-CD96-4A95-A7C1-01DD77B4F90E
7/31/13 8:23:17 AM,18000,Host intrusion detected and handled,Registry,142.61.11.151,Permitted,41438AE7-F9F4-442C-ABE5-FAADA365DBEB
7/31/13 8:23:00 AM,18000,Host intrusion detected and handled,File system,144.170.91.13,Blocked,CE427382-2170-4177-A58A-EAAC5620AC3E
7/31/13 8:22:58 AM,18000,Host intrusion detected and handled,File system,104.12.21.13,Blocked,81EBB9CF-56ED-4C5D-9E2C-C509965ED9E6
7/31/13 8:22:17 AM,18000,Host intrusion detected and handled,Registry,142.61.11.151,Permitted,41438AE7-F9F4-442C-ABE5-FAADA365DBEB
7/31/13 8:21:26 AM,18000,Host intrusion detected and handled,File system,144.170.91.13,Blocked,CE427382-2170-4177-A58A-EAAC5620AC3E
7/31/13 8:21:17 AM,18000,Host intrusion detected and handled,Registry,142.61.11.151,Permitted,41438AE7-F9F4-442C-ABE5-FAADA365DBEB
7/31/13 8:21:12 AM,18000,Host intrusion detected and handled,Registry,144.170.91.10,Permitted,E3A32768-3207-40E4-82BB-41D955521626
7/31/13 8:21:11 AM,18000,Host intrusion detected and handled,Registry,144.170.91.10,Permitted,E3A32768-3207-40E4-82BB-41D955521626
7/31/13 8:21:01 AM,18000,Host intrusion detected and handled,File system,12.205.21.13,Blocked,53AC0026-0062-405A-B3A5-3DE5F03ACF24
7/31/13 8:20:57 AM,18000,Host intrusion detected and handled,Registry,12.205.21.10,Permitted,306C0164-4C8F-492E-A571-EE9923784570
7/31/13 8:20:56 AM,18000,Host intrusion detected and handled,Registry,12.205.21.10,Permitted,306C0164-4C8F-492E-A571-EE9923784570
7/31/13 8:20:50 AM,18000,Host intrusion detected and handled,File system,104.12.21.13,Blocked,81EBB9CF-56ED-4C5D-9E2C-C509965ED9E6
7/31/13 8:20:26 AM,18000,Host intrusion detected and handled,File system,12.205.21.13,Blocked,53AC0026-0062-405A-B3A5-3DE5F03ACF24
7/31/13 8:20:17 AM,18000,Host intrusion detected and handled,Registry,142.61.11.151,Permitted,41438AE7-F9F4-442C-ABE5-FAADA365DBEB
7/31/13 8:19:28 AM,18000,Host intrusion detected and handled,Registry,104.12.21.11,Permitted,EC3C7893-D0E7-4560-987A-78077AFBD55B
7/31/13 8:19:27 AM,18000,Host intrusion detected and handled,Registry,104.12.21.11,Permitted,EC3C7893-D0E7-4560-987A-78077AFBD55B
7/31/13 8:19:14 AM,18000,Host intrusion detected and handled,Registry,142.61.11.151,Permitted,41438AE7-F9F4-442C-ABE5-FAADA365DBEB
7/31/13 8:19:13 AM,18000,Host intrusion detected and handled,Registry,142.61.11.151,Permitted,41438AE7-F9F4-442C-ABE5-FAADA365DBEB
7/31/13 8:19:10 AM,18000,Host intrusion detected and handled,Registry,12.205.21.13,Permitted,53AC0026-0062-405A-B3A5-3DE5F03ACF24
7/31/13 8:18:57 AM,18000,Host intrusion detected and handled,Registry,142.61.11.151,Permitted,41438AE7-F9F4-442C-ABE5-FAADA365DBEB
7/31/13 8:18:45 AM,18000,Host intrusion detected and handled,Registry,104.12.21.10,Permitted,982A0DAB-CD96-4A95-A7C1-01DD77B4F90E
7/31/13 8:18:45 AM,18000,Host intrusion detected and handled,Registry,104.12.21.10,Permitted,982A0DAB-CD96-4A95-A7C1-01DD77B4F90E
7/31/13 8:18:17 AM,18000,Host intrusion detected and handled,Registry,142.61.11.151,Permitted,41438AE7-F9F4-442C-ABE5-FAADA365DBEB
7/31/13 8:17:29 AM,18000,Host intrusion detected and handled,File system,104.12.21.13,Blocked,81EBB9CF-56ED-4C5D-9E2C-C509965ED9E6
7/31/13 8:17:26 AM,18000,Host intrusion detected and handled,Program,12.205.14.106,Permitted,42720899-D1C1-4410-B75A-942B084FE300
7/31/13 8:17:17 AM,18000,Host intrusion detected and handled,Registry,142.61.11.151,Permitted,41438AE7-F9F4-442C-ABE5-FAADA365DBEB
7/31/13 8:17:03 AM,18000,Host intrusion detected and handled,File system,144.170.91.13,Blocked,CE427382-2170-4177-A58A-EAAC5620AC3E
7/31/13 8:16:25 AM,18000,Host intrusion detected and handled,File system,144.170.91.13,Blocked,CE427382-2170-4177-A58A-EAAC5620AC3E
7/31/13 8:16:17 AM,18000,Host intrusion detected and handled,Registry,142.61.11.151,Permitted,41438AE7-F9F4-442C-ABE5-FAADA365DBEB
7/31/13 8:16:12 AM,18000,Host intrusion detected and handled,Registry,144.170.91.10,Permitted,E3A32768-3207-40E4-82BB-41D955521626
7/31/13 8:16:11 AM,18000,Host intrusion detected and handled,Registry,144.170.91.10,Permitted,E3A32768-3207-40E4-82BB-41D955521626
7/31/13 8:15:59 AM,18000,Host intrusion detected and handled,File system,104.12.21.13,Blocked,81EBB9CF-56ED-4C5D-9E2C-C509965ED9E6
7/31/13 8:15:56 AM,18000,Host intrusion detected and handled,File system,12.205.21.13,Blocked,53AC0026-0062-405A-B3A5-3DE5F03ACF24
7/31/13 8:15:55 AM,18000,Host intrusion detected and handled,Registry,12.205.21.10,Permitted,306C0164-4C8F-492E-A571-EE9923784570
7/31/13 8:15:55 AM,18000,Host intrusion detected and handled,Registry,12.205.21.10,Permitted,306C0164-4C8F-492E-A571-EE9923784570
7/31/13 8:15:52 AM,18000,Host intrusion detected and handled,File system,144.170.91.13,Blocked,CE427382-2170-4177-A58A-EAAC5620AC3E
7/31/13 8:15:26 AM,18000,Host intrusion detected and handled,File system,12.205.21.13,Blocked,53AC0026-0062-405A-B3A5-3DE5F03ACF24
7/31/13 8:15:25 AM,18000,Host intrusion detected and handled,File system,104.12.21.13,Blocked,81EBB9CF-56ED-4C5D-9E2C-C509965ED9E6
7/31/13 8:15:19 AM,18000,Host intrusion detected and handled,File system,144.170.91.13,Blocked,CE427382-2170-4177-A58A-EAAC5620AC3E
7/31/13 8:15:17 AM,18000,Host intrusion detected and handled,Registry,142.61.11.151,Permitted,41438AE7-F9F4-442C-ABE5-FAADA365DBEB
7/31/13 8:15:06 AM,18000,Host intrusion detected and handled,Program,104.12.13.106,Permitted,D358C739-24FD-447D-B20D-0DAC8F825378
7/31/13 8:14:06 AM,18000,Host intrusion detected and handled,Registry,12.205.21.13,Permitted,53AC0026-0062-405A-B3A5-3DE5F03ACF24
7/31/13 8:13:57 AM,18000,Host intrusion detected and handled,Registry,142.61.11.151,Permitted,41438AE7-F9F4-442C-ABE5-FAADA365DBEB
7/31/13 8:13:43 AM,18000,Host intrusion detected and handled,Registry,104.12.21.10,Permitted,982A0DAB-CD96-4A95-A7C1-01DD77B4F90E
7/31/13 8:13:43 AM,18000,Host intrusion detected and handled,Registry,104.12.21.10,Permitted,982A0DAB-CD96-4A95-A7C1-01DD77B4F90E
7/31/13 8:13:31 AM,18000,Host intrusion detected and handled,Registry,12.205.21.11,Permitted,49344B9D-BEF0-4DFC-9D0D-DDF113EF7360
7/31/13 8:13:30 AM,18000,Host intrusion detected and handled,Registry,12.205.21.11,Permitted,49344B9D-BEF0-4DFC-9D0D-DDF113EF7360
7/31/13 8:13:17 AM,18000,Host intrusion detected and handled,Registry,142.61.11.151,Permitted,41438AE7-F9F4-442C-ABE5-FAADA365DBEB
7/31/13 8:12:13 AM,18000,Host intrusion detected and handled,Registry,142.61.11.151,Permitted,41438AE7-F9F4-442C-ABE5-FAADA365DBEB
7/31/13 8:11:35 AM,18000,Host intrusion detected and handled,File system,144.170.91.13,Blocked,CE427382-2170-4177-A58A-EAAC5620AC3E
7/31/13 8:11:19 AM,18000,Host intrusion detected and handled,File system,104.12.21.13,Blocked,81EBB9CF-56ED-4C5D-9E2C-C509965ED9E6
7/31/13 8:11:13 AM,18000,Host intrusion detected and handled,Registry,142.61.11.151,Permitted,41438AE7-F9F4-442C-ABE5-FAADA365DBEB
7/31/13 8:11:12 AM,18000,Host intrusion detected and handled,Registry,144.170.91.10,Permitted,E3A32768-3207-40E4-82BB-41D955521626
7/31/13 8:11:11 AM,18000,Host intrusion detected and handled,Registry,144.170.91.10,Permitted,E3A32768-3207-40E4-82BB-41D955521626
7/31/13 8:11:01 AM,18000,Host intrusion detected and handled,File system,144.170.91.13,Blocked,CE427382-2170-4177-A58A-EAAC5620AC3E
7/31/13 8:11:01 AM,18000,Host intrusion detected and handled,File system,12.205.21.13,Blocked,53AC0026-0062-405A-B3A5-3DE5F03ACF24
7/31/13 8:10:54 AM,18000,Host intrusion detected and handled,Registry,12.205.21.10,Permitted,306C0164-4C8F-492E-A571-EE9923784570
7/31/13 8:10:53 AM,18000,Host intrusion detected and handled,Registry,12.205.21.10,Permitted,306C0164-4C8F-492E-A571-EE9923784570
7/31/13 8:10:49 AM,18000,Host intrusion detected and handled,File system,104.12.21.13,Blocked,81EBB9CF-56ED-4C5D-9E2C-C509965ED9E6
7/31/13 8:10:25 AM,18000,Host intrusion detected and handled,File system,12.205.21.13,Blocked,53AC0026-0062-405A-B3A5-3DE5F03ACF24
7/31/13 8:10:13 AM,18000,Host intrusion detected and handled,Registry,142.61.11.151,Permitted,41438AE7-F9F4-442C-ABE5-FAADA365DBEB
7/31/13 8:09:08 AM,18000,Host intrusion detected and handled,Registry,12.205.21.13,Permitted,53AC0026-0062-405A-B3A5-3DE5F03ACF24
7/31/13 8:08:57 AM,18000,Host intrusion detected and handled,Registry,142.61.11.151,Permitted,41438AE7-F9F4-442C-ABE5-FAADA365DBEB
7/31/13 8:08:42 AM,18000,Host intrusion detected and handled,Registry,104.12.21.10,Permitted,982A0DAB-CD96-4A95-A7C1-01DD77B4F90E
7/31/13 8:08:41 AM,18000,Host intrusion detected and handled,Registry,104.12.21.10,Permitted,982A0DAB-CD96-4A95-A7C1-01DD77B4F90E
7/31/13 8:08:37 AM,18000,Host intrusion detected and handled,File system,144.170.91.13,Blocked,CE427382-2170-4177-A58A-EAAC5620AC3E
7/31/13 8:08:13 AM,18000,Host intrusion detected and handled,Registry,142.61.11.151,Permitted,41438AE7-F9F4-442C-ABE5-FAADA365DBEB
7/31/13 8:07:13 AM,18000,Host intrusion detected and handled,Registry,142.61.11.151,Permitted,41438AE7-F9F4-442C-ABE5-FAADA365DBEB
7/31/13 8:06:39 AM,18000,Host intrusion detected and handled,File system,144.170.91.13,Blocked,CE427382-2170-4177-A58A-EAAC5620AC3E
7/31/13 8:06:13 AM,18000,Host intrusion detected and handled,Registry,142.61.11.151,Permitted,41438AE7-F9F4-442C-ABE5-FAADA365DBEB
7/31/13 8:06:12 AM,18000,Host intrusion detected and handled,Registry,144.170.91.10,Permitted,E3A32768-3207-40E4-82BB-41D955521626
7/31/13 8:06:11 AM,18000,Host intrusion detected and handled,Registry,144.170.91.10,Permitted,E3A32768-3207-40E4-82BB-41D955521626
7/31/13 8:06:01 AM,18000,Host intrusion detected and handled,File system,144.170.91.13,Blocked,CE427382-2170-4177-A58A-EAAC5620AC3E
7/31/13 8:05:53 AM,18000,Host intrusion detected and handled,Registry,12.205.21.10,Permitted,306C0164-4C8F-492E-A571-EE9923784570
7/31/13 8:05:52 AM,18000,Host intrusion detected and handled,Registry,12.205.21.10,Permitted,306C0164-4C8F-492E-A571-EE9923784570
7/31/13 8:05:49 AM,18000,Host intrusion detected and handled,File system,104.12.21.13,Blocked,81EBB9CF-56ED-4C5D-9E2C-C509965ED9E6
7/31/13 8:05:25 AM,18000,Host intrusion detected and handled,File system,12.205.21.13,Blocked,53AC0026-0062-405A-B3A5-3DE5F03ACF24
7/31/13 8:05:13 AM,18000,Host intrusion detected and handled,Registry,142.61.11.151,Permitted,41438AE7-F9F4-442C-ABE5-FAADA365DBEB
7/31/13 8:05:04 AM,18000,Host intrusion detected and handled,Program,144.170.33.100,Permitted,29AAED2C-C79B-440E-A506-6B480A2654B7
7/31/13 8:05:04 AM,18000,Host intrusion detected and handled,Services,144.170.33.100,Permitted,29AAED2C-C79B-440E-A506-6B480A2654B7
7/31/13 8:05:04 AM,18000,Host intrusion detected and handled,Program,144.170.33.100,Permitted,29AAED2C-C79B-440E-A506-6B480A2654B7
7/31/13 8:04:28 AM,18000,Host intrusion detected and handled,Registry,104.12.21.11,Permitted,EC3C7893-D0E7-4560-987A-78077AFBD55B
7/31/13 8:04:27 AM,18000,Host intrusion detected and handled,Registry,104.12.21.11,Permitted,EC3C7893-D0E7-4560-987A-78077AFBD55B
7/31/13 8:04:14 AM,18000,Host intrusion detected and handled,Registry,142.61.11.151,Permitted,41438AE7-F9F4-442C-ABE5-FAADA365DBEB
7/31/13 8:04:13 AM,18000,Host intrusion detected and handled,Registry,142.61.11.151,Permitted,41438AE7-F9F4-442C-ABE5-FAADA365DBEB
7/31/13 8:04:07 AM,18000,Host intrusion detected and handled,Registry,12.205.21.13,Permitted,53AC0026-0062-405A-B3A5-3DE5F03ACF24
7/31/13 8:04:02 AM,18000,Host intrusion detected and handled,Program,104.12.14.102,Permitted,20554CA3-33D9-45E4-BA4D-6500FE443E63
7/31/13 8:03:57 AM,18000,Host intrusion detected and handled,Registry,142.61.11.151,Permitted,41438AE7-F9F4-442C-ABE5-FAADA365DBEB
7/31/13 8:03:40 AM,18000,Host intrusion detected and handled,Registry,104.12.21.10,Permitted,982A0DAB-CD96-4A95-A7C1-01DD77B4F90E
7/31/13 8:03:39 AM,18000,Host intrusion detected and handled,Registry,104.12.21.10,Permitted,982A0DAB-CD96-4A95-A7C1-01DD77B4F90E
7/31/13 8:03:26 AM,18000,Host intrusion detected and handled,Program,104.12.13.103,Permitted,68A97A6B-2FCC-48B4-A9D3-7D86016C4926
7/31/13 8:03:13 AM,18000,Host intrusion detected and handled,Registry,142.61.11.151,Permitted,41438AE7-F9F4-442C-ABE5-FAADA365DBEB
7/31/13 8:02:13 AM,18000,Host intrusion detected and handled,Registry,142.61.11.151,Permitted,41438AE7-F9F4-442C-ABE5-FAADA365DBEB
7/31/13 8:01:50 AM,18000,Host intrusion detected and handled,Program,144.170.34.109,Permitted,4BD30D86-FE4B-46D8-883E-6EF936545BBE
7/31/13 8:01:25 AM,18000,Host intrusion detected and handled,File system,144.170.91.13,Blocked,CE427382-2170-4177-A58A-EAAC5620AC3E
7/31/13 8:01:13 AM,18000,Host intrusion detected and handled,Registry,142.61.11.151,Permitted,41438AE7-F9F4-442C-ABE5-FAADA365DBEB
7/31/13 8:01:11 AM,18000,Host intrusion detected and handled,Registry,144.170.91.10,Permitted,E3A32768-3207-40E4-82BB-41D955521626
7/31/13 8:01:10 AM,18000,Host intrusion detected and handled,Registry,144.170.91.10,Permitted,E3A32768-3207-40E4-82BB-41D955521626
7/31/13 8:00:51 AM,18000,Host intrusion detected and handled,Registry,12.205.21.10,Permitted,306C0164-4C8F-492E-A571-EE9923784570
7/31/13 8:00:51 AM,18000,Host intrusion detected and handled,Registry,12.205.21.10,Permitted,306C0164-4C8F-492E-A571-EE9923784570
7/31/13 8:00:48 AM,18000,Host intrusion detected and handled,File system,104.12.21.13,Blocked,81EBB9CF-56ED-4C5D-9E2C-C509965ED9E6
7/31/13 8:00:34 AM,18000,Host intrusion detected and handled,File system,12.205.21.13,Blocked,53AC0026-0062-405A-B3A5-3DE5F03ACF24
7/31/13 8:00:13 AM,18000,Host intrusion detected and handled,Registry,142.61.11.151,Permitted,41438AE7-F9F4-442C-ABE5-FAADA365DBEB
7/31/13 8:00:01 AM,18000,Host intrusion detected and handled,File system,104.12.21.13,Blocked,81EBB9CF-56ED-4C5D-9E2C-C509965ED9E6
7/31/13 8:00:01 AM,18000,Host intrusion detected and handled,File system,12.205.21.13,Blocked,53AC0026-0062-405A-B3A5-3DE5F03ACF24
7/31/13 8:00:01 AM,18000,Host intrusion detected and handled,File system,144.170.91.13,Blocked,CE427382-2170-4177-A58A-EAAC5620AC3E
7/31/13 7:59:41 AM,18000,Host intrusion detected and handled,Program,144.170.34.103,Permitted,5C4FFF39-8243-40A1-80B4-3698A3E671CC
7/31/13 7:59:06 AM,18000,Host intrusion detected and handled,Registry,12.205.21.13,Permitted,53AC0026-0062-405A-B3A5-3DE5F03ACF24
7/31/13 7:58:57 AM,18000,Host intrusion detected and handled,Registry,142.61.11.151,Permitted,41438AE7-F9F4-442C-ABE5-FAADA365DBEB
7/31/13 7:58:50 AM,18000,Host intrusion detected and handled,File system,142.61.11.151,Permitted,41438AE7-F9F4-442C-ABE5-FAADA365DBEB
7/31/13 7:58:49 AM,18000,Host intrusion detected and handled,File system,142.61.11.151,Permitted,41438AE7-F9F4-442C-ABE5-FAADA365DBEB
7/31/13 7:58:38 AM,18000,Host intrusion detected and handled,Registry,104.12.21.10,Permitted,982A0DAB-CD96-4A95-A7C1-01DD77B4F90E
7/31/13 7:58:37 AM,18000,Host intrusion detected and handled,Registry,104.12.21.10,Permitted,982A0DAB-CD96-4A95-A7C1-01DD77B4F90E
7/31/13 7:58:34 AM,18000,Host intrusion detected and handled,Registry,12.205.21.11,Permitted,49344B9D-BEF0-4DFC-9D0D-DDF113EF7360
7/31/13 7:58:34 AM,18000,Host intrusion detected and handled,Registry,12.205.21.11,Permitted,49344B9D-BEF0-4DFC-9D0D-DDF113EF7360
7/31/13 7:58:13 AM,18000,Host intrusion detected and handled,Registry,142.61.11.151,Permitted,41438AE7-F9F4-442C-ABE5-FAADA365DBEB
7/31/13 7:58:11 AM,18000,Host intrusion detected and handled,Program,104.12.13.101,Permitted,7E0F2FB8-7B8E-4691-95A1-191A4B4B1797
7/31/13 7:57:13 AM,18000,Host intrusion detected and handled,Registry,142.61.11.151,Permitted,41438AE7-F9F4-442C-ABE5-FAADA365DBEB
7/31/13 7:56:34 AM,18000,Host intrusion detected and handled,File system,144.170.91.13,Blocked,CE427382-2170-4177-A58A-EAAC5620AC3E
7/31/13 7:56:18 AM,18000,Host intrusion detected and handled,File system,104.12.21.13,Blocked,81EBB9CF-56ED-4C5D-9E2C-C509965ED9E6
7/31/13 7:56:13 AM,18000,Host intrusion detected and handled,Registry,142.61.11.151,Permitted,41438AE7-F9F4-442C-ABE5-FAADA365DBEB
7/31/13 7:56:10 AM,18000,Host intrusion detected and handled,File system,104.12.21.11,Permitted,EC3C7893-D0E7-4560-987A-78077AFBD55B
7/31/13 7:56:10 AM,18000,Host intrusion detected and handled,File system,104.12.21.11,Permitted,EC3C7893-D0E7-4560-987A-78077AFBD55B
7/31/13 7:56:10 AM,18000,Host intrusion detected and handled,Registry,144.170.91.10,Permitted,E3A32768-3207-40E4-82BB-41D955521626
7/31/13 7:56:09 AM,18000,Host intrusion detected and handled,Registry,144.170.91.10,Permitted,E3A32768-3207-40E4-82BB-41D955521626
7/31/13 7:56:04 AM,18000,Host intrusion detected and handled,File system,12.205.21.13,Blocked,53AC0026-0062-405A-B3A5-3DE5F03ACF24
7/31/13 7:55:58 AM,18000,Host intrusion detected and handled,File system,144.170.91.13,Blocked,CE427382-2170-4177-A58A-EAAC5620AC3E
7/31/13 7:55:50 AM,18000,Host intrusion detected and handled,Registry,12.205.21.10,Permitted,306C0164-4C8F-492E-A571-EE9923784570
7/31/13 7:55:49 AM,18000,Host intrusion detected and handled,Registry,12.205.21.10,Permitted,306C0164-4C8F-492E-A571-EE9923784570
7/31/13 7:55:48 AM,18000,Host intrusion detected and handled,File system,104.12.21.13,Blocked,81EBB9CF-56ED-4C5D-9E2C-C509965ED9E6
7/31/13 7:55:34 AM,18000,Host intrusion detected and handled,File system,12.205.21.13,Blocked,53AC0026-0062-405A-B3A5-3DE5F03ACF24
7/31/13 7:55:13 AM,18000,Host intrusion detected and handled,Registry,142.61.11.151,Permitted,41438AE7-F9F4-442C-ABE5-FAADA365DBEB
7/31/13 7:55:01 AM,18000,Host intrusion detected and handled,File system,144.170.91.13,Blocked,CE427382-2170-4177-A58A-EAAC5620AC3E
7/31/13 7:55:01 AM,18000,Host intrusion detected and handled,File system,12.205.21.13,Blocked,53AC0026-0062-405A-B3A5-3DE5F03ACF24
7/31/13 7:55:00 AM,18000,Host intrusion detected and handled,File system,104.12.21.13,Blocked,81EBB9CF-56ED-4C5D-9E2C-C509965ED9E6
7/31/13 7:54:07 AM,18000,Host intrusion detected and handled,Registry,12.205.21.13,Permitted,53AC0026-0062-405A-B3A5-3DE5F03ACF24
7/31/13 7:53:57 AM,18000,Host intrusion detected and handled,Registry,142.61.11.151,Permitted,41438AE7-F9F4-442C-ABE5-FAADA365DBEB
7/31/13 7:53:36 AM,18000,Host intrusion detected and handled,Registry,104.12.21.10,Permitted,982A0DAB-CD96-4A95-A7C1-01DD77B4F90E
7/31/13 7:53:35 AM,18000,Host intrusion detected and handled,Registry,104.12.21.10,Permitted,982A0DAB-CD96-4A95-A7C1-01DD77B4F90E
7/31/13 7:53:34 AM,18000,Host intrusion detected and handled,File system,12.205.21.11,Permitted,49344B9D-BEF0-4DFC-9D0D-DDF113EF7360
7/31/13 7:53:33 AM,18000,Host intrusion detected and handled,File system,12.205.21.11,Permitted,49344B9D-BEF0-4DFC-9D0D-DDF113EF7360
7/31/13 7:53:13 AM,18000,Host intrusion detected and handled,Registry,142.61.11.151,Permitted,41438AE7-F9F4-442C-ABE5-FAADA365DBEB
7/31/13 7:52:26 AM,18000,Host intrusion detected and handled,File system,12.205.21.13,Blocked,53AC0026-0062-405A-B3A5-3DE5F03ACF24
7/31/13 7:52:13 AM,18000,Host intrusion detected and handled,Registry,142.61.11.151,Permitted,41438AE7-F9F4-442C-ABE5-FAADA365DBEB
7/31/13 7:51:24 AM,18000,Host intrusion detected and handled,File system,144.170.91.13,Blocked,CE427382-2170-4177-A58A-EAAC5620AC3E
7/31/13 7:51:18 AM,18000,Host intrusion detected and handled,File system,104.12.21.13,Blocked,81EBB9CF-56ED-4C5D-9E2C-C509965ED9E6
7/31/13 7:51:09 AM,18000,Host intrusion detected and handled,Registry,142.61.11.151,Permitted,41438AE7-F9F4-442C-ABE5-FAADA365DBEB
7/31/13 7:51:09 AM,18000,Host intrusion detected and handled,Registry,144.170.91.10,Permitted,E3A32768-3207-40E4-82BB-41D955521626
7/31/13 7:51:08 AM,18000,Host intrusion detected and handled,Registry,144.170.91.10,Permitted,E3A32768-3207-40E4-82BB-41D955521626
7/31/13 7:51:02 AM,18000,Host intrusion detected and handled,Program,144.170.35.103,Permitted,A02828F7-BF93-485B-8933-764B2C1206AF
7/31/13 7:50:50 AM,18000,Host intrusion detected and handled,Registry,12.205.21.10,Permitted,306C0164-4C8F-492E-A571-EE9923784570
7/31/13 7:50:49 AM,18000,Host intrusion detected and handled,Registry,12.205.21.10,Permitted,306C0164-4C8F-492E-A571-EE9923784570
7/31/13 7:50:47 AM,18000,Host intrusion detected and handled,File system,104.12.21.13,Blocked,81EBB9CF-56ED-4C5D-9E2C-C509965ED9E6
7/31/13 7:50:23 AM,18000,Host intrusion detected and handled,File system,12.205.21.13,Blocked,53AC0026-0062-405A-B3A5-3DE5F03ACF24
7/31/13 7:50:09 AM,18000,Host intrusion detected and handled,Registry,142.61.11.151,Permitted,41438AE7-F9F4-442C-ABE5-FAADA365DBEB
7/31/13 7:50:00 AM,18000,Host intrusion detected and handled,File system,144.170.91.13,Blocked,CE427382-2170-4177-A58A-EAAC5620AC3E
7/31/13 7:49:26 AM,18000,Host intrusion detected and handled,Registry,104.12.21.11,Permitted,EC3C7893-D0E7-4560-987A-78077AFBD55B
7/31/13 7:49:25 AM,18000,Host intrusion detected and handled,Registry,104.12.21.11,Permitted,EC3C7893-D0E7-4560-987A-78077AFBD55B
7/31/13 7:49:14 AM,18000,Host intrusion detected and handled,Registry,142.61.11.151,Permitted,41438AE7-F9F4-442C-ABE5-FAADA365DBEB
7/31/13 7:49:13 AM,18000,Host intrusion detected and handled,Registry,142.61.11.151,Permitted,41438AE7-F9F4-442C-ABE5-FAADA365DBEB
7/31/13 7:49:05 AM,18000,Host intrusion detected and handled,Registry,12.205.21.13,Permitted,53AC0026-0062-405A-B3A5-3DE5F03ACF24
7/31/13 7:49:03 AM,18000,Host intrusion detected and handled,Program,144.170.34.106,Permitted,7B66D046-3FD3-4B4F-864E-BC3E05DBEAF4
7/31/13 7:49:01 AM,18000,Host intrusion detected and handled,File system,12.205.21.13,Blocked,53AC0026-0062-405A-B3A5-3DE5F03ACF24
7/31/13 7:49:01 AM,18000,Host intrusion detected and handled,File system,104.12.21.13,Blocked,81EBB9CF-56ED-4C5D-9E2C-C509965ED9E6
7/31/13 7:48:57 AM,18000,Host intrusion detected and handled,Registry,142.61.11.151,Permitted,41438AE7-F9F4-442C-ABE5-FAADA365DBEB
7/31/13 7:48:34 AM,18000,Host intrusion detected and handled,Registry,104.12.21.10,Permitted,982A0DAB-CD96-4A95-A7C1-01DD77B4F90E
7/31/13 7:48:33 AM,18000,Host intrusion detected and handled,Registry,104.12.21.10,Permitted,982A0DAB-CD96-4A95-A7C1-01DD77B4F90E
7/31/13 7:48:09 AM,18000,Host intrusion detected and handled,Registry,142.61.11.151,Permitted,41438AE7-F9F4-442C-ABE5-FAADA365DBEB
7/31/13 7:47:09 AM,18000,Host intrusion detected and handled,Registry,142.61.11.151,Permitted,41438AE7-F9F4-442C-ABE5-FAADA365DBEB
7/31/13 7:47:04 AM,18000,Host intrusion detected and handled,Program,12.205.15.106,Permitted,7C84F4CD-2B59-4EF6-834A-B34D69B1F0E3
7/31/13 7:46:23 AM,18000,Host intrusion detected and handled,File system,144.170.91.13,Blocked,CE427382-2170-4177-A58A-EAAC5620AC3E
7/31/13 7:46:09 AM,18000,Host intrusion detected and handled,Registry,142.61.11.151,Permitted,41438AE7-F9F4-442C-ABE5-FAADA365DBEB
7/31/13 7:46:08 AM,18000,Host intrusion detected and handled,Registry,144.170.91.10,Permitted,E3A32768-3207-40E4-82BB-41D955521626
7/31/13 7:46:07 AM,18000,Host intrusion detected and handled,Registry,144.170.91.10,Permitted,E3A32768-3207-40E4-82BB-41D955521626
7/31/13 7:45:57 AM,18000,Host intrusion detected and handled,File system,104.12.21.13,Blocked,81EBB9CF-56ED-4C5D-9E2C-C509965ED9E6
7/31/13 7:45:48 AM,18000,Host intrusion detected and handled,Registry,12.205.21.10,Permitted,306C0164-4C8F-492E-A571-EE9923784570
